20018,shish kebab,680000,This is a pictograph if ever I saw one. Two chunks of meat on a skewer.,92,-0.9839397668838501,16
20018,shish kebab,468238,"The actual definition of this kanji is a skewer, which I believe is much more helpful as a primitive. Just think, two mouths skewered on same stick.",28,0.9956680536270142,27
20024,round,29140,Nine plus a drop rounds it off to ten!,210,-0.9391799569129944,9
20024,round,7073,"Watch out for . Here Heisig could have added a t and we would have had a much better keyword rotund. Rotund is more specific than round which begs for confusion with . A dictionary search on fat or round doesn't yield this kanji, but rotund does! Primitive suggestion the Laughing Buddha is often depicted as a rotund, smiling bald man in robes with a largely exposed pot belly stomach symbolizing plenitude.",90,-0.9867013096809387,72
20024,round,1057482,NINE plus a little DROP to round up to ten.,15,-0.8663530349731445,10
20025,cinnabar,27880,"How about a rusty cinnabar colored dilapidated boat, found abandoned somewhere. The smokestack and the keel have fallen off...",196,-0.9831480979919434,19
20025,cinnabar,681379,Rusty old boat with the bottom and top missing.,84,-0.9986500144004822,9
20025,cinnabar,123988,"Under a glass canopy, one drop of cinnabar is shown to the young chemists. Cinnabar is a source of mercury and should not be exposed to the same air that we breathe.",22,0.9944579601287842,32
20027,lord,277095,A lord is a little drop down from King in hierarchy.,172,-0.9972851276397705,11
20027,lord,1098235,A lord only has a drop of the king's power.,61,-0.9775271415710449,10
20027,lord,245042,"Although this kanji's meaning hasn't caused me much trouble, I've had problems remembering the direction of the drop above king, since drops at tops of kanji often seem to appear in different directions. To remember this one, I think of the placement of the drop in jewel . Both of them use the king primitive and include a short drop stroke going from the top left to bottom right.",24,0.9198133945465088,69
20028,donburi,288573,"A little one is eating a domburi while standing over, looking down into, a WELL. He drops it, and it falls down & down until it looks like nothing more than a DROP, landing at the bottom of the well!",50,-0.9899017810821533,40
20028,donburi,119614,I drop a domburi down into the well for the goblin living there,16,0.7059077620506287,13
20028,donburi,1637975,thx mantixen I DROP Domburi into the WELL to feed Sadako Ring.,8,-0.8340151906013489,12
20035,from,274097,FROM a pictograph of a thumbs up. That's how it also gets the primitive meaning of fist.,192,0.8480237722396851,17
20035,from,147159,"Think Charlton Heston From my cold, dead fists. Speech given to the National Boxing Association, in response to stricter control on boxing gloves.",46,0.9374072551727295,23
20037,long time,100918,Note this is the in . Long time no see mummy! A bound up person,195,-0.9522929787635803,15
20037,long time,542015,"Be careful if you're using alternate primitives for this kanji! There are only three strokes, and the stroke order is similar to bound up with an extra 'leg' like the last stroke of person. Using recline and person would give you four strokes. Using drop and enter would give the wrong stroke order and the wrong shape in handwritten kanji, even though they all look kind of the same in print. See bottom of page for the handwritten style.",20,0.93157559633255,79
20043,of,289848,"Of all the kanji, this is the only one orro can write.",258,0.9934566617012024,12
20043,of,387175,The Z of Zorro and yes he has a hat,96,0.9974542260169983,10
20043,of,94112,"Hey Zorro, would you sign my chest? Why of course! Long story short he didn't use a pen...",48,-0.9830485582351685,18
20047,destitution,289853,Just one drop of alcohol and he starts walking in zigzags no wonder Zorro's living in destitution. Note As a primitive let be Zorro or ZigZag it's pictographic,136,-0.998164713382721,28
20047,destitution,387177,"The people living in destitution POOR. Zorro gives them every drop he has drops of sweat while fighting, drops of blood when he is cut down,... even the senorita gets some drops",49,-0.5880618095397949,32
20055,ride,129757,It's a hay ride! You sit on piles of silage and everyone likes to imitate oldtime farmers with a piece of wheat sticking out of their mouths.,235,-0.9057403206825256,27
20055,ride,112046,"ride power multiplication record counter for vehicles board mount join In the near future, we hope to ride on biomass fueled vehicles. Good news for those who have wheat silage surplus.",41,0.9981532692909241,31
20055,ride,359097,"The hardest part about being a farmer is when it comes to the slaughter. Come on boys, we're going for a ride! Oh boy, a ride! say the little wheat sprigs, hopping onto the tractor. The farmer then takes them off to become silage, tears in his eyes.",24,-0.9959874749183655,48
20057,fish guts,36297,"this is a fish hook, that pulls out the fishguts",100,0.9545295238494873,10
20057,fish guts,214786,you cut a fish in a z shape on the belly to make it easier to open the fish and rip out its fish guts silly!,40,-0.9727043509483337,26
20057,fish guts,286636,"Knife goes in, guts come out Bart Simpson's mantra as he guts fish in Minutes Over Tokyo. To be more specific first, cut a shape in the belly of the fish, second, pull the fishguts out. Note that the most common meaning of this kanji is not 'fishguts' as Heisig connotates, but 'second'.",34,0.89037024974823,53
20061,nine,403906,Kinda of looks like the kanji of with the kanji of added. So think of it as .,130,0.9757248163223267,18
20061,nine,651785,"Warning naughty reminder A woman in the doggie style position, waiting for my NINE inches.",127,-0.9839194416999817,15
20062,beg,3978,"Lying down, Captain Hook is begging to be spared from the ticking crocodile.",132,-0.9933854937553406,13
20062,beg,605949,"People that beg have a hard time in Japan. They have to lay down, and for most of the time they only get fishguts.",30,-0.9480664730072021,24
20081,riot,297771,The riot police broke up the riot by dragging the rioters away by their tongues with fishooks.,194,-0.9856539368629456,17
20081,riot,193145,A tongue with a hook can cause a riot.,82,-0.9985383749008179,9
20081,riot,331281,"If my daughter took her tongue and pierced it with a fishhook, that would cause her mother and I to riot!",50,-0.9933435916900635,21
20083,milk,256515,drinking milk not only reduces 's but also strengthens nails claws thanks astgtciv,61,0.998528242111206,13
20083,milk,793187,This fledgling is hooked on MILK.. better than booze I suppose...,43,0.9984182119369507,11
20094,drought,95477,"During a drought, everything begs for even a mist for relief.",196,0.9523665904998779,11
20094,drought,801695,"During a drought, even mist is begged for.",49,-0.5625591278076172,8
20094,drought,128340,Beggar has to drink mist because there is no water in the drought. I get this one confused with thirst but try to remember that there is no water element beacuse it is a drought.,48,0.7583502531051636,35
20096,tortoise,278034,"It seems bizarre, but tortoises are a genetic cross with the head of a fish and the tail of an eel. Where the shell comes from, no one knows.",206,0.5223062634468079,29
20096,tortoise,228589,A tortoise is prosperity bound up with a tail. They are very lucky creatures.,102,0.9971675276756287,14
20096,tortoise,984208,"Tortoises are known to live relatively long lives it is not uncommon for them to exceed years of age. Thus, a tortoise is a creature that is bound by its shell to see many days, with its little tail peeking out.",24,0.9125134944915771,41
20102,complete,233554,The experiment was a complete failure! The child was made without any arms!,229,-0.9992498755455017,13
20102,complete,195206,A child with the arms inside the blanket will be completely wrapped up.,62,-0.628737211227417,13
20102,complete,574092,The child in not complete. He's got no arms!,53,-0.9987248778343201,9
20104,beforehand,65235,"Beforehand, this was a halberd but I cut it short so it could be for hand to hand combat",268,0.7038300037384033,19
20104,beforehand,59190,"Your halberd doesn't have a handguard? You should have thought of that beforehand i.e., before you were missing your hand",108,-0.5590556859970093,20
20104,beforehand,1097737,"This is the halberd beforehand, i mean before you draw the hand the last stroke of halberd.",23,0.9865614771842957,17
20105,contend,368878,"This can be seen as a Retarius, a roman gladiator. The Retiarius always fought with a net to bound up his opponents, and with a trident, which was able to pierce enemies after tying them. They were terrific contenders, so they were only paired with gladiators specially equipped to fight them.",144,-0.5610840320587158,51
20105,contend,175628,A boxing ring is bound up by the ropes. The contender is cheating and using a rake.,84,-0.9992861151695251,17
20105,contend,692175,"In an episode of the Simpsons, Sideshow Bob is trying to kill Bart, but on the way has to contend with a pile of rakes which keep him bound up for some time.",70,-0.9287614822387695,33
20107,matter,240940,Just one word about this matter from your mouth and you will find this rake across it.,190,-0.9981527924537659,17
20107,matter,303894,I had to take one day off from work due to 'personal matters' after stepping on a rake and having the handle snap up and smack me across the mouth. I certainly wasn't going to tell anyone about it.,92,-0.8217594027519226,39
20107,matter,388023,"This is a pictograph of someone stepping on a rake, and the handle coming up to hit them in the face...no laughing matter.",44,0.9906163811683655,23
20108,two,364012,two lines,43,0.8650577068328857,2
20108,two,58878,"Roman numeral II, written on its side.",20,0.9473554491996765,7
20108,two,322217,"With this one, I have doubled the number of kanjis I know. Next please",13,0.9963877201080322,14
20114,mutually,393267,The position allows both parties to mutually give themselves pleasure.,358,0.9960377216339111,10
20114,mutually,228235,"if you can combined your walls with another house's walls, both houses would mutually benefit, by the increase in size....",37,0.9981858134269714,20
20114,mutually,917646,it feels better to imagine two elbows linked together in mutuality,16,0.9982195496559143,11
20116,five,492132,+ two vertical lines =,185,0.746110200881958,5
20116,five,7878,This Kanji looks like a Kanji with two added vertical lines. += .,34,-0.616654098033905,13
20116,five,26886,"Five has a THREE, and a small 'h'... 'high five'.",27,0.882230818271637,10
20117,well,49535,"I nearly died by falling in a well. Actually, on two separate occasions. I'm glad to see they've added these fence posts. Now the well will be much safer.",163,0.9982585310935974,29
20117,well,646716,Have you ever seen an old fashioned japanese well? ==,94,0.9615771770477295,10
20117,well,205137,"This is a picto of the grate over top of the well at , so no one falls in.",32,-0.9711779952049255,19
20120,span,192973,The sun spans from horizon to horizon in a day.,197,0.9913615584373474,10
20120,span,525215,the span of the day is the time between the sun goes up and comes down,33,0.9811407327651978,16
20120,span,389879,The sunlight spans from the floor to the ceiling.,14,0.9979731440544128,9
20124,Asia,251390,"In Asian countries, people use II chopsticks to get things into their mouths. Just imagine someone shoving a piece of sushi into their mouths with chopsticks.",245,-0.5625346302986145,26
20124,Asia,177069,"a mouth barred up and not aloud to speak freely is the sign of asia korea, China, pakistan etc",81,-0.997238039970398,19
20124,Asia,143307,"In the Roman Empire there were signs marking where you were about to enter Asia. This was a dangerous place for Romans, so the sign consisted of a picture of two Romans = Roman two being eaten by a mouth.",20,-0.884214460849762,40
20129,deceased,284268,The top hat hanging on a hook belonged to the now deceased Charlie Chaplin.,110,0.8656836748123169,14
20129,deceased,1149588,The recently DECEASED are said to hang their hats on a hook by the door to the afterlife.,33,0.7860185503959656,18
20129,deceased,210540,Tophat resting on top of a tombstone. The horizontal bottom line is the shadow of the tombstone andor hat on the ground.,14,-0.6121716499328613,22
20132,mingle,57246,"Even though your FATHER is an old man, he can`t give up his party lifestyle. Once a week he still dons his cool TOP HAT well, it was cool years ago and goes out on the town to MINGLE with the ladies. This is a pretty common thing in Japan, where old motherfuckers still think they can pick up year old girls.",224,0.8543438911437988,62
20132,mingle,389718,"Darth Vader tries to mingle with his troops. He even weares one of the helmets of the stromtroopers. one of them laughs white helmet, black suit. Darth Vader thereby slashes him in",48,-0.9961155652999878,32
20132,mingle,177523,My father puts on a top hat and tries to mingle.,34,0.5282948613166809,11
20133,sign of the hog,305614,A greedy hog in a top hat who has eaten all of the acorns. He even elbows people out of the way to get them.,165,-0.9773930907249451,25
20133,sign of the hog,812804,"Top Hat + Elbow + Person The sign of the hog was a very recognizable tattoo a hog with a big grin in a top hat, sticking his elbow into the person next to him",33,0.8612985014915466,35
20133,sign of the hog,1648301,"This is easy, if you know Mr. Peanut, the logo of Planters. Replace his face or body with an acorn and you have Mr. Acorn, the logo sign of the hog. He wears the same top hat, has the same turned out elbow holding a diagonal walking stick, and poses like a human.",23,0.9845214486122131,53
20139,receive,88832,"In basketball however, tall children receive all the attention.",123,-0.7866383790969849,9
20139,receive,283677,Tall children receive all the attention. They also make great receivers in football... this kanji also means 'catch' therefore a football receiver is a great image.,78,0.9982221722602844,26
20139,receive,1813040,"Kinda weird but I remember the weird ones best A giant MOUTH wearing a TOPHAT RECEIVES its next victim to munch on. This time its a small CHILD whimpering under the figure on the floor, scared of what is to come.",22,-0.9086421728134155,41
20140,capital,62668,"Tokyo, capital of Japan tall buildings, small people compared to the buildings.",219,0.8211670517921448,12
20140,capital,660870,"The capital is where the powerful act formal wearing top hats, open their mouths, and get little done.",54,-0.9971264004707336,18
20140,capital,198627,Both the tall and the small are found in the capital.,15,0.9357407689094543,11
20141,pavilion,251682,The tallest Pavilion crowns the street,215,0.9979415535926819,6
20141,pavilion,170296,The Pavillion on crown street is the tallest I have ever seen.,138,0.9868892431259155,12
20141,pavilion,50991,"The upper pavilion of Tokyo Tower is very tall. Godzilla attacks Tokyo Tower, wears the upper pavilion of Tokyo Tower as a crown, and then uses the rest of the tower as a spike to skewer some other monster. Avoid pagodas are for fitting flowers above the ground, pavilions are from Tokyo Tower to wear as a crown.",36,-0.5475187301635742,58
20154,person,66190,"I appreciate some people's occasional habit of using P for person in shared stories. That makes it easier to substitute Mr. T, Captain Picard, or whomever else a student is using as person.",36,0.9981908202171326,33
20154,person,343803,"For this character, I'm going to use Chuck Norris. He is a world class martial artist, winning several karate championships in a row. He also achieved ultimate power according to his Chuck Norris Facts, and works as a Texas Ranger sheriff. He is however a very kind and religious person. Here we have a view of his powerful legs, while the contracted form shows him performing a roundhouse kick.",27,0.6897464990615845,69
20161,humanity,538082,Mr. T shows his humanity by giving two bucks to every homeless person he sees.,117,0.9958881735801697,15
20161,humanity,333298,Warning This is not humanity as in all the people. But rather the qualities that make us human such as compassion and benevolence.,80,-0.8268229961395264,23
20161,humanity,639906,"This character, as Heisig points out, is strongly Confucian. Some scholars say that it references the importance of humane relationships between two people parentchild, siblingsibling, rulersubject, etc. It's easy enough, though, to look at it as a person in a dialogue with another the give and take, yin and yang the twoway street in which humanity relates to each other.",39,0.9570436477661133,60
20170,now,205639,My MEETING is at but that's NOW!,202,-0.9823103547096252,7
20170,now,232076,re ruuku The meeting is not at quarter to seven but now!,29,0.5935747623443604,12
20170,now,852828,"Doc Brown primitive from Back to the Future checks his watch. The meeting with Marty McFly and Biff is now. Great Scott. He's late, so he cuts a corner sharply in the DeLorean. It's such a sharp turn that it's found in no other kanji. Only Doc can pull it off.",10,0.8900315761566162,51
20171,jammed in,488442,"The two strokes at the bottom look like a J and I, which stands for jammed in.",174,-0.6184560656547546,17
20171,jammed in,279363,two people jammed in under an umbrella. A woman with a dress and a man straight. It's always me that ends up getting wet.... but the tail of the skirt is this time!,55,-0.8920819759368896,33
20171,jammed in,1334327,J and I are Jammed Into an UMBRELLA.,46,-0.8914257884025574,8
20175,Buddha,118559,"Mr. T says, I ain't afraid o' no foo! I'll give anyone an elbow to the face, I don't care if it's Buddha himself!",128,0.8090625405311584,24
20175,Buddha,144353,Buddha is a person who always seems to have his elbows bent,64,-0.5852344632148743,12
20175,Buddha,1352618,"Out of respect for Buddha, Chuck Norris simply elbows him rather than roundhousekicking him in the face. However, the sheer force of Chuck Norris's elbow is still powerful enough to bring Buddha to enlightenment in one blow.",25,0.8009520769119263,37
20181,attend,223040,"Back in the day, a person who stands beside a samurai is usually attending to them or working for them.",92,0.9910547137260437,20
20181,attend,229729,"+fuaburisu Mr T attends to Tom Cruise in the Last Samurai, who is doing harakiri. Imagine Tom Cruise outside in the final scene, stabbing his knife into his stomach, while Mr T looks patiently on. I pity da foo....no, really.",70,-0.9974236488342285,40
20181,attend,26351,"Mr. T has become a samurai. Now he has to attend his feudal lord. I pity da foo don't attend to his lord, says Mr. T.",45,-0.9986673593521118,26
20182,other,100761,"It's one or the other fight Mr. T, or be thrown into the scorpion pit.",141,-0.9498763680458069,15
20182,other,28829,Old latin saying homo hominis scorpio people are scorpions to other people.,57,-0.946974515914917,12
20182,other,697790,Mr. T picks a live scorpion up off the ground and starts munching on it. Mmmmm.... scorpion. The other white meat,33,-0.6507710218429565,21
20184,adhere,707876,"TO EVERYONE WHO MADE IT TO kanji!! Remember, after this, you'll be ing japanese novels, the news, and the internet like a native. to ALL of you in your amazing japanese .",444,0.997734785079956,32
20184,adhere,18578,"If a PERSON ADHERES to something, they stick to it like GLUE.",152,0.970215916633606,12
20184,adhere,217257,"He's low on cash, so Mr. T wants to sell ad space on his body. When you ask him where it goes he says, glue it here, fool! Ad here! ad here!",101,-0.760783314704895,32
20185,hermit,18557,A HERMIT is a PERSON who lives in the MOUNTAINS.,143,0.9225591421127319,10
20185,hermit,940406,"Jedi Obiwan became a hermit who lived in the mountains on Tatooine. hermit, wizard.",19,-0.8651618957519531,14
20195,substitute,682091,Mr. T shot the substitute teacher with an arrow.,54,-0.9876071810722351,9
20195,substitute,234501,The gym teacher asks Mr. T to substitute for him on the day the kids will be shooting arrows for archery class. Imagine going home and telling your friends dude! Mr T was my sub today! I hope my teacher gets hit with an arrowhead and never comes back!. thanks dihutenosa,30,0.9961926937103271,51
20196,orders,150745,"re dingomick These are your orders, declares the general while passing out documents at the meeting. As everyone started to leave, the general exclaims Oh wait! I need to certify these orders! and went around stamping each paper with his personal chopseal.",179,-0.9925668239593506,42
20196,orders,128362,"These are your orders, declares the general at the meeting as he stamps them with his chopseal. Primitive chopseal imaged as a papal ring, the one's they would press into wax as their official seal. Also a cattle brand.",61,-0.8535926938056946,39
20196,orders,1203585,Take note that this is written differently from how it looks in the typed font. See for the next kanji or for example.,44,0.9682406783103943,23
20197,by means of,375821,Mr T now makes a living by means of a plowhoe and the sweat he puts into it.,38,-0.9851072430610657,18
20197,by means of,1318211,"By means of a plow and a sweat drop on his brow, a person earns his living.",25,0.9969584941864014,17
20206,provisional,697801,Mr. T is anti anything provisional. I pity da foo' who's so indecisive that he can't make nothin' permanent.,120,-0.9979546070098877,19
20206,provisional,304871,"Mr. T was offered a job in the Iraq Provisional Authority, but he turned it down, because he's antiwar. I pity da fool thinks this sand pit worth invadin' when our schools be in such sad shape!",86,-0.9991611242294312,37
20206,provisional,271354,"If provisional governments are left in power for too long, the people will begin to turn antiestablishment.",41,-0.9877439141273499,17
20208,faceup,199237,All stamps in Mr T's collection box are lied carefully faceup.,123,-0.9991528987884521,11
20208,faceup,293449,"Mr T with the post package at the post office `these stamps don`t stick to the box, foo` Postguy` Try it again but this time with the stamp, faceup.`",114,-0.9892414212226868,29
20208,faceup,59573,Chuck Norris always plays poker with his cards faceup because he can't be beat anyway. Try and cheat and you'll end up the recipient of a roundhouse kick to the head and will leave the room in a box with a stamp addressed to the local morge.,22,-0.996044933795929,47
20210,go-between,270937,"When negotiating a hostage situation, Mr. T acted as the gobetween, or person in the middle, for law enforcement and the terrorist.",143,0.9573971033096313,22
20210,go-between,16013,gobetween The person in the middle.,71,0.5686330795288086,6
20210,go-between,87093,"They say only Nixon could go to China but actually he sent Mr. T as a gobetween. Nixon understands the Manchu dynasty, but only Mr. T pities the Fu.",21,-0.9983348250389099,29
20214,affair,100755,Note this kanji refers to event or case. Current Affair headline Mr. T has affair with cow. It's only animal 'man' enough for me.,158,-0.6512117981910706,24
20214,affair,602894,How could you have an affair with that person?? She's a cow!,29,-0.9980149269104004,12
20214,affair,64569,"I'm having a hard time keep straight just which animal Mr. T is having an affair with. chamcham's story made me realize that Mr. T is not having an affair, he's having an heifair. Get it?",25,-0.9671982526779175,36
20219,responsibility,172298,It is always Mr. T's responsibility to be the porter and carry around everyone's luggage because he's so strong.,166,0.9969099164009094,19
20219,responsibility,646879,"In , the woman was the porter for the first nine months. Now, as a new father, Mr.T is assuming all the RESPONSIBILITIES that comes with it. Can't you just see him here as the new porter, wearing a harness with a his little dude who already has a little matching mohawk?",50,-0.8679584264755249,52
20219,responsibility,118952,"Mr. T berates a lazy worker Foo! You're a porter! It's your responsibility to carry bags, clean the bathroom, and stuff! To keep distinct from , consider a responsibility to come from without, rather than from within.",22,0.7253482341766357,37
20225,undertake,81597,Mary Poppins floated down with her umbrella to undertake the job of stopping the children's misbehaving.,245,0.9972394704818726,16
20225,undertake,690473,"In Resident Evil, you UNDERTAKE a mission to STOP UMBRELLA from infecting the country with the TVirus.",143,0.9915062785148621,17
20225,undertake,296396,The Undertaker is an evil WWE wrestler he beat his opponent with an umbrella until he stopped moving.,49,-0.9986677169799805,18
20234,Italy,236886,The boot of Italy has gotten Europe all muddy. Who else could mop it up but Mr T?,134,-0.9986156225204468,18
20234,Italy,368900,The radical on the right looks to me like a fork holding a spaghetti. In Italia is pretty common to see people eating spaghetti.,44,-0.9006950259208679,24
20238,performing artist,260494,"Mr T is dancing and singing and all that, but he's doing it on a branch. All that talent and can still still keep his balance? That's a real performing artist.",36,0.9982048273086548,31
20238,performing artist,48146,note this is the 'ki' from kabuki.The performing artist is a person doing Kabuki theater and dancing around with a branch in his hand.,20,0.9781777858734131,24
20238,performing artist,2240525,"As PERFORMING ARTIST, MR T's career is all about BRANCHing out. You name it, he's done it From bouncer to goldchainwearing local nightscene celeb, to action hero, to rap artist, to his new smashing breakout role as Radikal aka Da Man aka , his experiments with cancan , and now classical kabuki , for which he is a natural. Yes, you got it MR T pities da foo's who don't BRANCH out.",10,0.6830250024795532,72
20239,prostrated,87094,"Don't need a silly story for this one prostration is when a person puts themselves in a low position like a dog, as an extreme gesture of humility.",193,-0.9924721717834473,28
20239,prostrated,229759,"Mr T has beaten up the chihuahua, who lies prostrated in front of him. Now, Mr T says, I quiero some Taco Bell!",106,0.8854180574417114,23
20239,prostrated,252485,Rocco likes to prostrate women in front of him in a doglike position...,13,-0.989566445350647,13
20240,fell,8674,"At a fiesta, Mr. T tries to knock down a large pinata, but in his overly enthusiastic swings to get the sucka, he actually FELLS the tree the pi ata is hanging from, crushing some party goers. I pity da fools who got crushed by my FELLED tree!",169,-0.9917886853218079,48
20240,fell,986695,Our nation FELL into socialism as OBAMA was inaugurated at the FIESTA.,23,-0.9795290231704712,12
20241,rest,47394,Mr T resting by a tree,115,0.9948091506958008,6
20241,rest,104230,"Chuck norris rests againsts the tree, but wait, no... the tree rests and stands against him",35,0.9802234172821045,16
20241,rest,118560,Mr T leans against a tree and takes a rest after mopping up a band of ecoterrorists.,22,0.9805471301078796,17
20250,meeting,291422,The only thing created in most meetings is a lot of hot air. Imagine a cloud of it rising to the roof.,86,0.6960564255714417,22
20253,transmit,422631,"Hanging onehanded under Cloud City, the Jediintraining Luke, uses the force to transmit his distress to Leia.",19,-0.6646901965141296,17
20253,transmit,747793,Haruhi transmits her message to the aliens via smoke signals rising clouds of smoke,10,-0.5956020951271057,14
20271,chief,229798,"Mr T was originally supposed to be the chief of the ATeam, but then the producers realized that America didn't want to see a Black guy as the chief of a primetime TV show. So here, we see Mr T doing a bunch of cocaine, and then spreading it all over his face to look white, and trying out for the part of Hannibal. The directors were so impressed that they let him stunt double for Hannibal in a few episodes. OR, Mr T chiefin' on some crack cocaine. You make the call.",57,0.9536038637161255,93
20271,chief,1589515,OMG that kanji is racist!!! It shows the chief as a white person!!! Let's change it!,31,-0.9641302227973938,16
20276,consort,9402,The person who is your consort is most commonly your other half.,184,-0.5162767767906189,12
20276,consort,197859,Mr. T wants to splits himself in half so he can be his own CONSORT.,115,-0.9934154748916626,15
20276,consort,1166721,MR T's CONSORT is only HALF the size that he is she's Japanese after all,37,-0.8693020343780518,15
