40658,black,200840,"If you burn the GROUND of a RICE FIELD with FIRE, eventually it will turn black.",88
40644,yellow,2411200,"I make this primitive mean Big Bird (The biggest yellowest thing I could think of).  He has those weird sprout like animal legs.  Right now, he's encouraging young kids to eat healthy salads.",0
40644,yellow,307768,"my sprout salad arrived with animal legs sticking out of it, but I was too yellow to eat it.",0
40644,yellow,979535,My face turned yellow when I watched my salad sprout animal legs and start scurrying across the table. Check please!,33
40644,yellow,181205,I order a *salad* with *sprouts*. I'm asked if I'd like to add chicken.  Yes please. My salad then  arrives . . . . topped with these horribly gnarled yellow things.   Chicken feet!  (*animal legs*)  ugh,42
40644,yellow,31375,The *salad* did not look very appetizing... The *sprouts* were yellow and there were *animal legs* sticking out of it.,263
40635,hemp,409942,These dope dealers are getting more and more creative in hiding their hemp plantations. Now they're putting *groves* of them inside *caves*...,0
40635,hemp,106763,"*Bin Laden* is growing his ""Afghan extra strength"" hemp in his hideout in the *woods*.",0
40635,hemp,248065,The world's most prolific drug dealer maintains a massive *grove* of hemp in a *cave* to avoid law enforcement.,37
40635,hemp,386674,"Where is the best place to hid your *grove* of hemp trees? In a cave, you *dope*!",94
40635,hemp,96439,"(Image: while Batman is out, Robin is smokin' a huge doob in a secret corner of the Bat*cave* where he nurtures his hemp *grove*).",120
40634,noodles,3381144,"""NOODLES!"" *Barley* tripped over a *mask*, then quickly pulled it on. After its *walking legs* carried the *barley* to town, it kept running into crowds calling for NOODLES and chasing it round. Maybe the *mask* will throw them off.",0
40634,noodles,1372929,"'Could you pick me up some instant noodles at the convenience store?' Yeah, which one do you want? 'Get me the one with the *King Tut mask* on the packet. Make sure you get the *barley* version though, because the wheat one contains shrimp and I'm allergic to shrimp.'",0
40634,noodles,586306,Don't be fooled! That's just *barley masq*uerading as noodles.,18
40634,noodles,2015931,I always eat *barley* noodles with a *mask* on - it stops them splashing in your face.,26
40634,noodles,914708,There is a certain restaurant in West-Shinjuku that serves its noodles made of BARLEY in a MASK instead of a plate. I love these theme-restaurants!,42
40614,barley,2446475,"*Alice* ate out of the pot labelled ""barley"" and she could #barely# *walk* because it shrank only her *legs*!",0
40614,barley,2163750,"If you have a diet rich in barley, you'll *grow up* to have healthy *walking legs*.  Just go easy on those *walking legs* or you'll get corns starting to *grow up*! [re: aerin]",0
40614,barley,100380,"""Grown up"" barley, i.e. beer, is what gets you tottering legs.",30
40614,barley,158093,"Barley is a very cheap grain, and it's not really worth spending time to harvest. Therefore, scientists have genetically engineered it to grow *walking legs* once the grain is *grown up* and mature, so it can harvest itself.",70
40614,barley,53124,"If you eat lots of barley, you'll *grow up* to have strong *walking legs*.",202
40599,lovely,986824,"Going DEER shopping. This ONE is MEDIOCRE, and this ONE is MEDIOCRE, but this one is LOVELY.",0
40599,lovely,61771,"When most regular deer draw murals on the CEILINGS of their caves, they're quite MEDIOCRE. That's because they can't see what they're doing in the dark with those black noses.  RUDOLPH's murals, on the other hand, are LOVELY because his red glowing nose allows him to see what he's doing and paint with LOVELY, immaculate detail.",0
40599,lovely,315928,"The *deer painting* is so lovely, when compared to the two *mediocre* paintings on two sections of *ceiling* above.",45
40599,lovely,407636,"Lovely bambi.... 
pictographe : just take a look at those innocent open eyes  (part 1 it's not more far fetched than seeing mediocre in it) with thin eyebrows   what a lovely deer ...(part 2)",97
40599,lovely,133757,"The anthropologist made an exact *deer painting* from the cave *ceiling* on the *ceiling* of his house. Too bad they're both *mediocre*. All his wife could say was, ""How...#lovely#.""",135
40595,foot of a mountain,2112791,"Many *deer* wander around Aokigahara, the mysterious *grove* at the #foot of Japan's highest mountain#.",0
40595,foot of a mountain,1025055,"I thought the view from the foot of a mountain would have been lovely, but all I can see is a *grove*. Oh well, hopefully there will be many *deer* for me to catch.",0
40595,foot of a mountain,679094,The cave with the *deer* painting was found at the #foot of a mountain# hidden behind a *grove*. That's why it took centuries to discover.,5
40595,foot of a mountain,710340,"*Deer* are well known for frolicking in *groves* of *trees*. However, they are not well known for actually watching where the heck they are bounding about. Here we have a bunch of dead *deer* bodies that you find at the foot of a mountain. You are trying to figure why there are so many dead *deer* in one spot, and then you trace a line up the mountain - leaves and such are scattered all the way up...to a grove. Looks like they hopped through some leaves to their doom.",14
40595,foot of a mountain,119194,many *deer* can be found in the *grove* at the foot of a mountain,49
40575,deer,3339775,"The DEER was let into the *cave*, the *double locks* opened, so it could *compare* itself to the DEER painted in the *cave*. Research from the perspective of the portrayed.",0
40575,deer,814545,For the Tokyo people: I was on my way to 六本木 and got on the 日*比*谷線(train line) and when the train door opens i see *Bambi* chillin' in the one of the seats.,0
40575,deer,2701037,"See book. No, don't. :P",18
40575,deer,60697,"Santa's rein#deer#, Rudolf, opens a nightclub in a *cave*.  It's popular with all the #deer# and rein#deer# in the world.  The *cave* speciality is a *salad w/ dressing on the side*.  There is no other #deer# club that can *compare*.  How many other #deer# nightclubs are there?",29
40575,deer,149359,*Bambi* wanders into a *cave* and sees a *side order of salad* and *2 spoons*...but what's the main course?,267
40372,crane,111386,"#crane [bird]# ----- OLD BIRD [TURKEY]-HOUSE, BIRD ** Hint: ...the broken-open OLD BIRD [TURKEY]-HOUSE only has a single BIRD -- a CRANE from the ALF reading its manifesto! [C] [N]",0
40372,crane,71605,"*thanksgiving turkey* on sale at supermarket. next to the turkey are the crane. Imagine the shopkeepers put the crane birds on a crane(they did it as a joke, but no one though it was funny)....... :-p",0
40372,crane,270098,"Do you know how cranes came to be? Well, they used to keep the poor *bird* *cooped* all the time. But the crane really wanted to be free, so it would always streatch its head and neck out of the *coop* trying to be free.",46
40372,crane,809073,"I ordered a crane to move my *turkey coop*, but they sent me this damn *bird* instead",52
40372,crane,65430,"The original version of the ""Ugly Duckling"" was about a crane who grew up in a *turkey coop.* All the other *birds* made fun of it for not having a wattle or a snood or fanning its tail...",179
40335,chicken,3336767,"The CHICKENs run when her *husband* came round with that *vulture* on his shoulder. Run *bird*s. Oh, yeah, real *bird*s fly, y'all CHICKENs.",0
40335,chicken,948703,"claw + husband + Bird:

Chicken with *claws*  was a favorite meal of her *husband*, whose only request was that the *Bird* be cooked when they sat down to eat.",0
40335,chicken,254216,"Ever since that *eagle* attacked my *husband* from above, he acts like a #chicken# whenever he sees a *bird*, fearing that it might be the eagle who has come back to finish the job.",62
40335,chicken,210849,the *vulture's* *husband* is a chicken...heck...who am I to judge their interspecies love?  They're both *birds* so its cool.,183
40180,chirp,1747095,from the *mouth* of the *bird*...,0
40180,chirp,948671,"mouth + bird:

The chirp she heard from the rafters was the sound coming from the *mouth* of a *bird*",0
40180,chirp,2101723,Just 100 left to go! 頑張れ！,42
40180,chirp,471260,"This kanji is not limited to the chirp of a *bird*, but stands for the sound of any kind of animal. Picture a very weird bird that can imitate with its *mouth* (a bird with mouth, heh) the voice of many different animals: Meeow! Woof! Mooo! Cuack!!! (Maybe the bird has Kirby powers and obtains the abilities of the animals it eats)",79
40169,pigeon,3542803,"As anyone living in a city can attest, there are at least nine pigeons for every other bird. And they are nine times as annoying. True Fact.",0
40169,pigeon,2872346,The pigeon is the only bird who does not feel comfortable unless they are at least *9* other birds in the flock.,0
40169,pigeon,431796,"Pigeons are birds that say ""ku"" or  く . And 九　can be read as　く",25
40169,pigeon,76192,Imagine some pigeons going to see a *baseball* game. They would surely be the only *birds* there!,46
40169,pigeon,428905,Pigeons are the birds that come in hordes after baseball games to eat all the trash left by fans.,65
40165,bird,3356469,"pictographe.
d'abord dessiner bec et long cou, puis tête (avec oeil dedans, i.e. point de l'oeil devenu long trait), puis 1ère aile, puis 2e aile recourbée, puis 4 pates
cf. Yoshiaki Takebe, Kanji isnt' that hard, p. 19",0
40165,bird,447810,Bird: dove with one long tail.,0
40165,bird,2110513,... tori! My kanji!!!! Finally!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,42
40165,bird,645021,The BIRD let loose a *WHITE ONE* from it's *TAIL FEATHERS*...right on my new car!,78
40165,bird,190504,There is only *one* bird with such beautiful *white* tail feathers: the albino *peakcock*.,154
39912,whale,2014260,"Pour nourrir une *capital* de la taille de Tokyo, il faudrait au moins un *poisson* de la taille d'une #Baleine#",0
39912,whale,1157615,"He was a WHALE of a politician, and he controlled all the politics in the FISH CAPITAL.",0
39912,whale,1000163,"When you're saying a whale is just a *fish*, you're making a *capital* mistake!",19
39912,whale,280829,When the *whale* was first discovered it was the biggest *fish* people had ever seen. Stories exaggerated its size - people said it was as big as the entire *capital* city!,25
39912,whale,148826,"If *fish* were cities, the whale would surely be the *capital*.",208
39881,carp,2394377,[ #carp# = *fish* + *computer* ] - #carp# is a Perl module with a *fish*y name that I install on my *computer*,0
39881,carp,696866,I brought my fish to my parents house (*ri*) and it got carpal tunnel syndrome,0
39881,carp,9733,The fish got carpal tunnel syndrome from the computer(I know it's lame but it's hard to find a good story for this).,72
39881,carp,67656,"Robo#carp#!!! Part *fish*, part *computer*! Visualise him flapping and clanking down the street, with bullets richoting off his scaly armour",115
39881,carp,254571,Japanese carp are massive *fish* - they are measured in *ri*!,202
39854,fresh,2809924,"fresh meat, fish and sheep, fresh meat, fish and sheep!

the vendor calls this out to passersby from his stall by the roadside, slabs of lamb hanging around his face and fish laid out on the table before him.",0
39854,fresh,2523124,FRESH like {171} or the clean taste of a *lamb* ({547}). Not chum or mutton.,0
39854,fresh,1448050,"This one's easy to remember. The kanji gives 2 examples of foods that should be purchased fresh. To remember which foods, take the first letter of fresh, ""F"", to stand for fish and the final sound of fresh, ""SH"", to stand for sheep: FreSH. It even puts the primitives in the right order.",179
39854,fresh,27368,"The freshest *fish* is caught in the middle of the night while most people are ""counting *sheep*.""  (If you've ever been to Tsukiji fish market, you know what I mean)",240
39770,fish,3854997,"a fish! caught him in the rice paddy, and now he's cooked",0
39770,fish,3833124,Bound up cooked rice? MMM sushi. FISH,0
39770,fish,109993,"That fish was caught, BOUND UP, then carried across RICE FIELDS, and finally cooked over an OVEN FIRE.",35
39770,fish,404504,*Bind* that FISH and *cook* his *brains*! Yarhh!,48
39770,fish,168092,"The elements of this kanji are bound up, rice field and cooking fire. When I think of bound up cooked rice, it makes me think of sushi, which in turn brings to mind fish.",89
39764,witch,3100688,"When Witch smokes Hemp, she can see the ghosts/daemons.",0
39764,witch,399142,"In BEETLEJUICE II, BEETLEJUICE joins forces with a WITCH that haunts by leaving HEMP all over the place.",0
39764,witch,626474,The witch inhales her special HEMP herb which sends her into a trance state in which she can commune with ONI (or ghosts or demons whatever your fancy).,37
39764,witch,29032,the witch sold me some *hemp* that made me see *ghosts*  don't do drugs,202
39749,fascination,384738,"I have a fascination with *ghosts*, even if they have *not yet* been proven to exist.",0
39749,fascination,17920,"Even though Yoshimi is terrified of the Mitsuko ghost child, she cannot help poking into the mystery in a morbid fascination. She has not yet found out why the girl haunts them, so she keeps searching.",0
39749,fascination,433397,Even in these modern times our fascination with ghosts has not yet ended.,46
39749,fascination,427518,"*Ghosts* have *not yet* left the world, they must still have a deep fascination with their past life on Earth.",180
39746,soul,356391,Well I guess that *Ghost* finally completed whatever he was staying on earth to do.  His soul is being released as a rising cloud rising rising rising up into the heavens!  Hallelujah!  Go go soul!,0
39746,soul,123966,"*Slimer* when bored, goes up to the *clouds* in the sky to see all the souls milling about around there. Sometimes they get knocked back to Earth and become poltergeists.",0
39746,soul,472776,"When you die, your SOUL either goes to the RISING CLOUDS (heaven) or to the ONI (hell, the devil)",117
39746,soul,68249,"When we die, our soul rises up in a *ghost*like *rising cloud* of mist up to heaven (we hope) (Adapted from darg_sama,28-10-2005)",125
39740,ghost,3407951,"The #ghost#, who has *human legs* and *elbows*, haunts the *rice field* leaving only *a drop of* evidence.",0
39740,ghost,227565,"This kanji means #ogre# or #oni#. The evil monster has a *brain* the size of a *pea*, and his *legs* are backwards, as if he had *elbows* instead of knees.",0
39740,ghost,293612,"Building on Matthew's excellent image, the *drop* can be the single horn sticking out of the #oni#'s forehead.",59
39740,ghost,84192,Ghosts aren't very intelligent - they have but a *drop* of *brains* - so can't tell the difference between an *elbow* and a pair of *human legs*.,89
39740,ghost,141546,"A #ghost#, or #oni#, wandering slowly on its *human legs*, searching for *brains* to eat.  What looks like an *elbow* here is actually a pictoral representation of the *forked tail* protruding out of its rear.",160
39729,gloom,3381177,"The GLOOM hangs low - you've set a *tin can* between two *trees* above you. You sit beneath and beneath your *crown* holding *fragrant herbs* in the *censer balanced on your spoon*. Three streaks rise from the *fragrant herbs*, a *shape*, wafting below your *crown*. It only adds to the GLOOM of this grove.",0
39729,gloom,2490743,"#depressed (alt)#; *grove, tin can, crown, fragrant herbs, play-doh*. Real men don't get depressed. Women eat ice-cream in front of the TV when they're depressed. Queer men however has an #alternate depression#. They hide in their *grove* and eat loads of *tin cans* with *play-doh*.  Basking in *fragrance herbs* and wearing a *crown*, they looking forward to the day when the queers will rule the earth.",0
39729,gloom,1767786,"Note: 鬱 and 欝 {2856} are variants. In such cases it may be easier to use the same keyword, calling the other kanji ""keyword (alt)"". 鬱 is the more common of the two and is in the new Joyo kanji list.",15
39729,gloom,2693987,"In the middle of the GROVE you find a TIN CAN. There's a CROWN inside! You are very excited with your finding, but then a figure appears behind you: ""Hey, gimme that kid!"" You turn back and it's WOLVERINE, with a SHOVEL on his back and all COVERED IN {2866} ""I found that crown in the rocksalt mines over there, so hand it over!"" Unless you wanna die, you hand him the crown and he goes away. Then you SIT ON THE FLOOR, feeling impotent, and the SHAPE of your face becomes all #GLOOMY ☹ (The 終!)#",37
39729,gloom,2234729,I'm depressed that this kanji has 29 strokes.,49
39658,hair of the head,1116616,"Your *friend* has just returned from the #hair (of the head)# salon and their *hair* is a funny *shape* Will you be diplomatic and keep a straight face, or will you be honest and laugh! HINT: Primitive placement: The *hair shaped* funnily, is ON TOP of your *friend*'s head.",0
39658,hair of the head,105713,"Many choose their friends by the shape of their hair (hair of the head only, not other hairs). Or if not only by shape, then by color, too. In Japan many seem to particularly dislike dyed hair.",0
39658,hair of the head,1084172,"When Rachel from *Friends* *hair* got popular, even *Mystique* changed her hair of the head to that style.  Didn't need to cut it of course....",11
39658,hair of the head,294987,*Friends* influence the *length* and *shape* of each other's #hair#.,44
39658,hair of the head,44897,"Japanese teenage girls consider the style of the hair of the head very important. If a particular style is trendy, soon they all want their own *hair* in the same *shape* as that of their *friends*.",245
39640,tall,3369857,"Rtk2: コウ(high)、たか(quantity)、たかい(tall, expensive)、たかまる(to rise)、たかめる(to enhance).",0
39640,tall,561281,On top of tall we have tall - on the bottom we have a mouth in a big helmet.,0
39640,tall,1977467,Woody and Buzz-light year. Woody (in the cowboy #hat#) being Taller than Buzz ( in the #space helmet#) both with big *mouths*. Thx Minlawc! (adjusted for clarity),28
39640,tall,593187,Here we have TWO MOUTHS each wearing a different hat. The top one is wearing a TOP HAT which is know to be as a TALL hat. The bottom one is wearing a SPACE HELMET which is known as an EXPENSIVE hat. (this kanji means both),68
39640,tall,313393,"Two little aliens in a trenchcoat and *top hat*, trying to look TALL.  The bottom one, in the glass helmet, is under the coat.  The top one has his top hat pulled down in disguise, so all you can see is his mouth.",135
39620,marrow,3387060,"On this devastatingly long *road* where I am becoming a *skeleton* myself, I notice a fresh *skeleton* on the road and am filled with hope that it may *possess* bone marrow that can be consumed as sustanence.",0
39620,marrow,1099292,"I'm going to use the ""road + possess"" part as meaning  ""offering one's flesh for commercial purposes"".   When all you are is a skeleton, you offer your marrow.   RTK2:　ズイ　脳髄　のうずい(the brains)…",0
39620,marrow,1148588,Why didn't the *skeleton* cross the *road*?  Cause he didn't have (*possess*) any guts (or marrow for that matter...)  RTK2:　ズイ　脳髄　のうずい(the brains)….,16
39620,marrow,188510,"Did you know there are road ways in skeleton? Yeah, they are cool, they possess marrow.",20
39620,marrow,200768,"A *skeleton* is shuffling along the shoulder of the road, so you pull up next to him and ask where he is going. He says he's going to donate his marrow to the hospital because he got into some financial trouble and lost everything; his marrow is the only thing he still *possesses*.",259
39608,remains,3875717,Sure those are the REMAINS of *scrat* - the CORPSE consists of a *skeleton* and an *acorn*. Don't confuse with remainder.,0
39608,remains,1924316,"in Gunm/銃夢  the mentor of gally find what will become the exoSKELETON of gally in the remains (残骸) of a ship . He makes his way until the armor following bullets  like a trail of ACORN.The soldier who used this exoskeleton is dead long time ago , leaving a skeleton riddled with bullets 
数年前に峡谷の谷に宇宙船の残骸を見つけた",0
39608,remains,1035216,"(big ups to cameron_en) Whatever happened to Chip and Dale? We investigated their tree, and the only remains there were their *skeleton*s and a huge pile of *acorn*s.",13
39608,remains,913679,Hint: The remains of a chipmunk.,31
39608,remains,135100,The remains consisted of a *skeleton* which had the remains of some *acorns* in its stomach area. Whether it died from eating the acorns remains to be seen.,54
39592,skeleton,2493237,"The *crown* jewels of the human body, the *parts of the body* that remain long after death, and can easily be stored in boxes of various size (see them on the top here?) - that is the #skeleton#.",0
39592,skeleton,2122033,"A gruesome sight is the skeleton king.
On his royal head a *crown* can be seen.
But a normal *crown* this is surely not.
A ring of *bone joints* and *flesh* that has rot.",0
39592,skeleton,2153594,"The most awesome pictograph ever: It's a guy going through an x-ray examination. The crown primitive depicts a glowing power field that goes from the top of this head down to the floor, progressively revealing his *skeleton*. Now, it's at the position of his shoulders, so everything below it is still *flesh*.",26
39592,skeleton,1823088,The top box 口 is the skull and the brain 田 has shriveled to the size of marble (but following kanji convention it is depicted as a square) and rolled into the bottom right hand corner. With all the hair and flesh gone the crown has slipped down to the shoulders like a necklace. 月 represents the rest of the body of the skeleton. [Idea for position of crown thanks to n1williams].,86
39592,skeleton,22382,Your body *meat* is attached to the *bone joints* of your skeleton.,130
39514,wonder,686349,"*Aw(e)*, *horse* *feathers*! (sorry! :P)",0
39514,wonder,397650,You stand in awe of Horace the Wonder horse.,0
39514,wonder,376651,The horse wonders why it is being addressed in keigo 敬語 after all it is only a horse.,25
39514,wonder,1190755,"This is another word for surprise. 驚く＝おどろく= surprise.

The Trojans stood in *awe* of the magnificent Trojan Horse that they thought was a gift. But imagine their #surprise (wonder)# when a bunch of Greeks came rushing out of it! (To further cement the connection between the primitives, if needed: It's a wonder that the Trojans managed to speak *keigo* 敬語 even then, saying ""わたくしたちを殺さないでください!!お願い致します!!"")",74
39514,wonder,27678,"You stand in AWE at the 8th WONDER of the world, a huge TROJAN HORSE",197
39472,inflation,3503627,"Inflation was so high, the government put all the money inside a *trojan horse* and sent it to *the dark side of the moon*. That should cure the problem.",0
39472,inflation,3137041,"Inflation keeps going up *month* by *month*.  This month, I can only afford to get a *quarter* of the *horses* that I could have gotten last month!   
騰貴 【とうき】 (n,vs) rise",0
39472,inflation,1396769,"Inflation is rampant: a *month* ago, I could buy a horse with this money, but now, only a *quarter of a horse*.",60
39472,inflation,295628,"flesh+quarter=McDonald's *quarter pounder*.  Due to inflation, McDonald's has had to start making quarter pounders out of *horse meat*.",63
39472,inflation,192317,"Every *quarter* *moon*, the cost of a *trojan horse* rises one quarter by inflation.",154
39443,verification,1538088,The *trojan horse* is going through a verification to see if there's anyone hiding inside it. *Frankenstein* is found inside. ({1671}.,0
39443,verification,124578,Verification of the *trojan horse* with a *Hattori Hanzo sword*,0
39443,verification,597122,the verification proves the horse is real by poking it with an ice pick,35
39443,verification,133726,We just #verification# that there are indeed no soldiers in the belly of this trojan *horse*. We're just gonna stab it in the belly with this *awl* to check.,190
39442,boisterous,1565582,"A *horse* is humping when it gets bitten by an *insect*, which makes it super-#boisterous#, with *bollocks* slapping against the young filly.",0
39442,boisterous,966656,"Horse + Bowtie + Insect:

The boisterous crowd frightened the *horses*, but the riders *bowtie* and the flying *insects* didn't help.",0
39442,boisterous,1234085,My *horse* was boisterous because of nasty *bugs* in his *crotch*.,22
39442,boisterous,18525,"Or more precisely: the team of horses are getting boisterous because one of them got bitten in the crotch by a horse fly.

The kanji also means to roar, make up noise, to kick up a fuss and to make merry. Perhaps it is exactly the etymology behind this kanji.",67
39442,boisterous,46021,"The hidden Greeks inside the *Trojan Horse* are getting boisterous as one of them is bitten in the *crotch* by a nasty *insect*. If they don't shut up, the Trojans will hear them...",244
39438,equestrian,2657787,Plot summary of Equus: Alan Strang has a *strange* equestrian fetish to do a *team of horses*.,0
39438,equestrian,696206,"If the EQUESTRIAN team used a TROJAN HORSE in an equestrian event,  it would be really STRANGE for them to actually win any medals. It would have to have been rigged.",0
39438,equestrian,453391,Equestrian is a *strange* word that just means *horses*.,32
39438,equestrian,281187,Equestrian events are where you get horses to do strange things.,97
39438,equestrian,192257,"If the equestrian team used *trojan horses*, it would be really *strange*.",135
39378,pony,809246,"instructional *phrases* (e.g ""56 West Avenue"") were given to *horses* when delivering mail on the pony express",0
39378,pony,212738,"when I found out that my ""My Little Pony"" was in fact a *trojan horse* the *phrase* I uttered was ""oh crap, I got pwn3d by a pwny""",0
39378,pony,397594,A phrase used to insult horses - is pony. They hate that.,24
39378,pony,281186,"A particular My Little Pony has a string that when you pull it, it repeats the same dumb phrase like ""I love you"".",88
39378,pony,59780,"The cute little innocent-looking plastic #pony# on the desk of a student is in fact a *trojan horse*, hiding *phrases* in its belly which are used for cheating during an exam.  No #pony# will be permitted on desks during tests!",181
39376,parking,3137934,"The sign says: ""*Horse* parking is reserved for *lords* only""",0
39376,parking,66865,A parking lot should be well-lit. It needs to provide sufficient *candle*power for your *horsepower*.,0
39376,parking,297883,"(Heard inside the belly of the trojan horse) ""But the sign says No *Trojan Horse* Parking, m`*lord* .""  (Think monty python skit)",37
39376,parking,81194,"in the olden days parking lots used to have reserved spaces for where the *lord* (of the set of houses, shops, whatever) could park his *team of horses*. nowadays it's pretty much the same...reserved parking in front for the big bosses' cars....",58
39376,parking,87574,"Parking in the dark may be difficult...specially if you're parking a *trojan horse*. To lend you a tiny bit of help, take this *candlestick* with you, and at least you'll have some light.",116
39366,drive,3227444,"the *team of horses* had to #drive# hard to get to the *ward* with that McDonalds in {1982}, the lord is starving!",0
39366,drive,3086500,"A los *chocobos* les gusta jugar con el *xbox*, sobre todo esos juegos que se tratan de conducir.",0
39366,drive,138508,The kiddie uses a mini *Trojan horse* to drive around the hospital *ward*,33
39366,drive,647264,Wolverine drives his box by having a horse drag him around. He seems to really be losing it after coming to the homeless ward...,52
39366,drive,265067,You have to be craaazzzzyy to drive a buggy led by a *team of horses* through a *ward* of Tokyo!,105
39365,station,545126,Mr. Ed had enough of being driven. He's going down to the station now for some shakuhachi.,0
39365,station,91389,"At the Shibuya train #station#, a *Trojan Horse* replaced the *Shaku-Hachi*ko statue.",0
39365,station,192263,I got off at the station and saw a *trojan horse* getting a *shakuhachi* (blowjob).,24
39365,station,195341,"This reminds me of those infamous Mexican porn movies in which shakuhachi is performed on a horse. Here the deed is being done at a train station. As the passengers get off, so does the horse.",154
39365,station,453408,"Anyone living in Japan knows that train stations play little melodies when the train is about to arrive. In Ye Olden Days, when *horses* and carriages were used for transport, the carriage driver would play a little melody on his *shakuhachi* to let the passengers know the carriage was arriving at the next station.",189
39364,burdensome,2789856,It was so burdensome to have to carry the *horse* I was riding because it was too *fat* and unfit.,0
39364,burdensome,359230,太ってる馬はもう駄目じゃな？,0
39364,burdensome,973853,太っちゃた馬は駄目だよ！,21
39364,burdensome,376649,"If a passenger is too plump and heavy, its too burdensome for the horse.",85
39340,horse,3822788,I think of the tail feathers more as the 4 legs of the animal with the tail at the end. This is a horse because you can see its mane flowing behind it as it speeds ahead.,0
39340,horse,2809421,"Just because I am a horse (as you can see from my mane), does not mean that I can't still shake my tail feathers.",0
39340,horse,2648249,#FINALLY!! Geeeeeeeeeez!!!#,27
39340,horse,106106,"Turkey with the drops at the top removed and tail feathers added (this matches stroke order and there are the tail feathers already, why not have the whole bird). If you take the two drops of 隹 as wings, then horses are like turkeys, but have no wings and have more prominent tail ""feathers"". Both are actually supposed to be pictographs, though.",101
39321,incense,2667935,To burn INCENSE instead of *wheat* every *day* would satisfy the hungry gods and not waste good food needed by the starving people.,0
39321,incense,2204221,We celebrate *wheat day* by lighting incense.,0
39321,incense,372292,"If we would throw a huge amount of wheat on top of  the sun, would it become a galactic incense?  Maybe then aliens wouls come more often, enjoying the incense.",47
39321,incense,91686,When the *sun* burns the *wheat* a smell of incense remains in the air.,100
39318,neck,1592001,ONESELF pretending to be a giraffe (see the ears and horns?) with a long NECK,0
39318,neck,1211709,skorupiak odciął sobie nogi i położył na stronę co by udawać że ma szyję a nawet dwie...,0
39318,neck,1016633,One has a strong NECK if one can carry HORNS on ONESELF.,58
39318,neck,53150,The mooses neck supports it's big horns and long nose.,84
